DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6360;P6360S1;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5570738;1;1;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;2;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;1;72000;2;2;;;2;;;2;;;1;450000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;96;;.;0;7;DANO DEL VEHICULO;;9;4;;1;;1;1;1;20;1;;;;;;;;;1;1;1;8;36;1;;5;2;;;;;;;;2;;;;1;1;1;1;2;2;2;1;2;2;;2;1;1;2;2;2;1;2;2;12;3;;1;1;98;49;1;10;1;4921;1200000;05;627.67791867;
5570739;1;1;1;60;05;1;;;5;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;7;;1;1;2021;2;908526;1;;3;;1;2;3;45;;.;45;;;;2;4;;1;;1;2;2;40;1;;;;;;;;;1;1;1;18;120;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;5;;1;;98;49;1;10;4;4921;908526;05;1125.5604548;
5570739;1;2;1;60;05;1;;;5;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;45;;.;45;;;;2;4;;3;;2;;;;;;;;;;;;1;2;2;1;18;120;6;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;2;3;;1;;59;49;1;10;6;4921;;05;1125.5604548;
5570739;1;3;1;60;05;1;;;5;1;2;2;12;1;;1;1;2;1;60;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;1;2;;;2;;;2;;;1;200000;2;1;893000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;1;;1;;1;1;1;7;1;;;;;;;;;1;1;1;6;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;38;82;1;10;1;8220;908526;05;1125.5604548;
5570739;1;5;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;7;;1;;2;5000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;60;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;40;5;;1;;02;71;1;10;1;7112;5000000;05;1125.5604548;
5570740;1;1;1;60;05;1;;;5;2;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;600000;1;;3;;1;1;9;48;;.;0;7;CUIDAR PERSONA ENFERMA;;1;4;;3;;2;;;;;;;;;;;;1;2;2;1;12;120;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;3;3;5;;1;;98;49;1;10;4;4923;600000;05;1180.58449;
5570741;1;1;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;2;;2;;2;3300000;2;;;1;160000;2;;1;140000;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1700000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;7;1;;;;;;;;;1;2;1;1;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;1;;1;;13;85;1;10;1;8530;3460000;05;1196.2816577;
5570742;1;1;1;60;05;1;;;5;1;2;1;;1;;1;2;2;1;36;;1;;2;2500000;2;;;2;;2;;2;;2;;2;;;1;106000;1;1;34000;1;2;;;2;;;2;;;1;1250000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;1;;1;2;1;20;1;;;;;;;;;1;2;1;1;170;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;1;;1;;12;68;1;10;1;6820;2500000;05;1375.1120693;
5570742;1;2;1;60;05;1;;;5;2;;;;;;;;;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;1;2000000;1;;3;;3;2;12;48;;.;48;;;;1;7;;3;;2;;;;;;1;;;;;;;2;2;1;2;60;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;2;;1;;92;73;1;10;4;7310;2000000;05;1375.1120693;
5570743;1;1;1;60;05;1;;;5;1;2;1;;1;;1;2;2;1;36;;3;;2;4300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2150000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;1;1;5;1;;;;;;;;;1;2;1;4;4;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;1;;1;;44;65;1;10;1;6511;4300000;05;1267.4448348;
5570745;1;1;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;204;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106454;1;1;72000;2;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;25;1;;;;;;;;;1;1;1;0;120;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;15;5;;1;;12;14;1;10;1;1410;1000000;05;1133.5993078;
5570745;1;4;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;60;;1;;2;5000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;5000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;5;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;6;15;3;;1;;12;41;1;10;1;4111;5000000;05;1133.5993078;
5570746;1;1;1;60;05;1;;;5;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;2;1;1;3;7;;1;1;2021;1;0;1;;3;;6;2;12;48;;.;48;;;;3;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;120;4;;3;1;5;4;4;;620000;2;2;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;7;5;5;;1;;41;81;1;10;5;8129;620000;05;1192.6734875;
5570746;1;2;1;60;05;1;;;5;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;20;2;;20;;;;3;7;;1;;3;;;;;;;;;;;;;2;2;1;0;360;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;5;10;POR PAGO DE LA PENSION;;;39;81;1;10;6;8129;;05;1192.6734875;
5570746;1;3;1;60;05;1;;;5;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;2;1;1;3;7;;1;1;2021;1;908526;1;;3;;6;2;12;48;;.;48;;;;3;7;;1;;1;2;1;13;1;;;;;;;;;1;1;1;0;72;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;5;5;;1;;42;81;1;10;5;8129;908526;05;1192.6734875;
5570747;1;1;1;60;05;1;;;5;1;2;2;12;1;;1;1;2;1;12;;2;;2;;2;;;2;;1;1200000;1;425000;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;1;1;;;;;;;;;1;1;1;0;12;1;;1;1;5;4;1;;;4;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;30;5;;1;;97;85;1;10;1;8530;1200000;05;1137.207478;
5570747;1;2;1;60;05;1;;;5;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;3;;1;;3;;4;2;12;60;;.;60;;;;1;6;;4;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;6;20;2;;1;;13;74;1;10;4;7420;;05;1137.207478;
5570748;1;1;1;60;05;1;;;5;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;3000000;1;;3;;3;2;12;60;;.;60;;;;1;4;;1;;1;2;2;20;1;;;;;;;;;1;2;1;0;18;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;8;30;8;;1;;98;49;1;10;4;4923;3000000;05;1192.6734875;
5570748;1;3;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;24;;1;;2;2800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2700000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;1;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;12;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;14;;2;;1;;45;52;1;10;1;5222;2800000;05;1192.6734875;
5570749;1;1;1;60;05;1;;;5;1;2;1;;1;;1;2;2;1;48;;1;;2;1600000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;8;1;;;;;;;;;1;2;1;8;10;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;45;1;;1;;87;25;1;10;1;2511;1600000;05;1346.7083008;
5570749;1;2;1;60;05;1;;;5;1;2;1;;1;;1;2;2;1;240;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;450000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;20;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;25;1;;1;;79;14;1;10;1;1410;908000;05;1346.7083008;
5570749;1;3;1;60;05;1;;;5;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;1;400000;1;;1;;4;1;12;24;2;;24;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;57;96;1;10;4;9602;400000;05;1346.7083008;
5570749;1;4;1;60;05;1;;;5;1;2;2;6;1;;1;2;2;1;6;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;9;7;;1;;2;;;;;;;;;;;;1;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;1;;1;;39;81;1;10;1;8121;908000;05;1346.7083008;
5570749;1;5;1;60;05;1;;;5;1;2;1;;1;;1;2;2;1;12;;3;;1;1700000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;850000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;8;1;;;;;;;;;1;2;1;0;18;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;90;1;;1;;33;46;1;10;1;4669;1700000;05;1346.7083008;
5570750;1;2;1;60;05;1;;;5;2;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;1;2021;1;908000;1;;3;;6;2;12;24;2;;24;;;;2;3;;1;;3;;;;;;;;;;;;;2;2;1;1;240;1;;4;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;2;;;;83;95;1;10;4;9529;908000;05;1243.7088141;
5570750;1;3;1;60;05;1;;;5;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;1;2021;1;908000;1;;3;;3;1;12;24;2;;24;;;;2;3;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;8;;1;;83;95;1;10;4;9529;908000;05;1243.7088141;
5570751;1;3;1;60;05;1;;;5;1;2;2;12;1;;1;2;2;1;7;;3;;1;908000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;450000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;7;1;;;;;;;;;1;2;1;1;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;45;1;;1;;34;20;1;10;1;2023;908000;05;1422.5392256;
5570752;1;2;1;60;05;1;;;5;1;2;1;;1;;1;2;2;1;36;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;908000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;3;;;;;;;;;;;;;1;2;1;2;280;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;;;;84;28;1;10;1;2829;908000;05;1121.5103103;
5570752;1;3;1;60;05;1;;;5;1;1;;;1;;1;2;2;2;120;;1;;2;908000;2;;;1;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;8;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;120;8;;1;;62;01;1;10;8;0123;908000;05;1121.5103103;
5570754;1;3;1;60;05;1;;;5;1;2;1;;1;;1;1;1;1;432;;5;;2;3800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3800000;1;1900000;1;1900000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;3;;;;;;;;;;;;;2;2;1;0;18;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;3;5;5;;;;13;85;1;10;2;8530;3800000;05;1258.5536113;
5570754;1;4;1;60;05;1;;;5;1;2;2;6;1;;1;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;908526;1;;3;;1;1;12;30;1;;30;;;;9;7;;1;;1;2;2;17;1;;;;;;;;;1;2;1;96;36;1;;1;2;;;;;;;;1;10;2;1;2;;;;;;;;;;;;;1;2;1;2;2;1;3;20;5;;1;;18;93;1;10;4;9312;908526;05;1258.5536113;
5570754;1;5;1;60;05;1;;;5;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;;1;;3;;1;1;3;18;1;;18;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;9;108;4;;3;2;;;;;;;;1;30;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;1;1;90;5;;1;1;13;85;1;10;4;8559;;05;1258.5536113;
5570755;1;1;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;96;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;1;1;36000;2;2;;;2;;;2;;;1;893000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;70;;.;70;;;;7;7;;1;;1;2;1;20;1;;;;;;;;;1;1;1;0;48;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;1;50;5;;1;;97;47;1;10;1;4721;908526;05;1111.2707145;
5570755;1;2;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;24;;2;;1;908526;2;;;2;;2;;2;;2;;2;;;1;106454;1;2;;;2;;;2;;;2;;;1;893000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;5;1;;;;;;;;;1;1;1;24;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;5;;1;;33;47;1;10;1;4719;908526;05;1111.2707145;
5570755;1;3;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;2;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;48;;.;48;;;;9;7;;1;;1;2;1;0;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;60;5;;1;;59;86;1;10;1;8621;1200000;05;1111.2707145;
5570756;1;1;1;60;05;1;;;5;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;1200000;1;;1;;1;1;12;40;;.;40;;;;1;5;;1;;1;1;2;0;1;;;;;;;;;2;2;1;12;204;4;;3;2;;;;;;;;1;10;1;1;1;1;1;2;2;2;2;2;2;2;;2;1;1;1;2;2;2;1;3;20;8;;1;1;84;33;1;10;4;3312;1200000;05;1764.2670476;
5570756;1;2;1;60;05;1;;;5;1;1;;;1;;2;2;2;2;2;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;4;7;;4;;2;;;;;;;;;;;;1;2;2;1;0;10;1;;8;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;2;3;10;5;;1;1;57;96;1;10;1;9602;600000;05;1764.2670476;
5570757;1;1;1;60;05;1;;;5;1;2;1;;1;;1;2;2;1;36;;2;;2;1600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;4;;1;;1;1;1;18;1;;;;;;;;;1;2;1;1;15;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;1;;1;;58;84;1;10;1;8423;1600000;05;1196.2816577;
5570759;1;2;1;60;13;1;;;13;1;2;1;;1;;1;1;2;1;0;;2;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;48;;.;48;;;;7;4;;1;;1;1;1;18;1;;;;;;;;;1;2;1;1;12;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;30;1;;1;;98;86;1;10;1;8610;1100000;13;431.27918096;
5570759;1;4;1;60;13;1;;;13;1;1;;;1;;2;2;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;700000;1;;3;;1;2;6;40;;.;40;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;1;6;12;1;;13;2;;;;;;;;2;;;;1;1;1;2;2;2;1;2;1;2;;1;1;2;2;1;2;1;1;2;24;3;;1;1;99;45;1;10;4;4520;700000;13;431.27918096;
5570761;1;1;1;60;17;1;;;17;1;1;;;1;;1;2;2;2;60;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;5;3;;1;;79;14;1;10;1;1410;1200000;17;211.91051043;
5570762;1;1;1;60;17;1;;;17;1;2;1;;1;;1;1;2;1;240;;2;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;20;1;;;;;;;;;1;1;1;0;12;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;10;2;;1;;39;86;1;10;1;8610;1000000;17;202.44495819;
5570763;1;1;1;60;17;1;;;17;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;2000000;1;;3;;3;2;12;40;;.;40;;;;1;5;;1;;1;2;2;15;1;;;;;;;;;1;2;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;2;;1;;95;43;1;10;4;4330;2000000;17;224.64824648;
5570763;1;3;1;60;17;1;;;17;1;2;2;12;1;;1;1;2;1;60;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;8;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;;1;;97;47;1;10;1;4711;908526;17;224.64824648;
5570764;1;1;1;60;17;1;;;17;1;2;1;;1;;1;1;2;1;120;;2;;2;2500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;66000;2;2;;;2;;;2;;;1;2500000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;4;;1;;1;2;1;12;1;;;;;;;;;1;1;1;0;24;1;;8;1;17;30;4;;2000000;4;7;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;98;80;1;10;1;8010;4500000;17;225.64153838;
5570764;1;2;1;60;17;1;;;17;1;2;2;6;1;;1;1;2;1;12;;2;;2;2800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;1;1;15;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;2;;1;;34;88;1;10;1;8899;2800000;17;225.64153838;
5570765;1;1;1;60;17;1;;;17;1;2;1;;1;;1;1;2;1;324;;2;;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;30;1;;;;;;;;;1;1;1;0;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;;1;;21;45;1;10;1;4511;3000000;17;238.05719046;
5570767;1;1;1;60;19;1;;;19;1;2;2;3;1;;1;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;;1;;1;;1;1;1;40;;.;40;;;;9;7;;1;;3;;;;;;;;;;;;;2;2;1;24;120;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;10;2;;;;39;84;1;10;4;8414;;19;135.23391215;
5570768;1;1;1;60;20;1;;;20;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2020;2;1200000;1;;3;;6;2;12;50;;.;50;;;;1;1;;2;;2;;;;;;1;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;41;47;1;10;4;4711;1200000;20;174.37350978;
5570769;1;1;1;60;20;1;;;20;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;400000;1;;1;;5;2;12;30;1;;30;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;14;;5;;1;;79;14;1;10;4;1410;400000;20;169.52454682;
5570770;1;1;1;60;20;1;;;20;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;7;;2;;;2;1500000;1;;3;;1;2;12;48;;.;48;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;5;3;;1;;51;56;1;10;5;5619;1500000;20;230.72654095;
