DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,fex_c_2011
5440344,1,1,1,50,,1,,,1,4,,1,,,,,,,,,,,,04,1,25,2581.7380407
5440344,1,2,1,50,,1,3,,2,2,,2,2,2,1,,,,,,,,1,04,1,25,2581.7380407
5440344,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2581.7380407
5440344,1,4,1,50,,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,25,2581.7380407
5440345,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2364.6828464
5440345,1,2,1,50,,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,25,2364.6828464
5440348,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2874.0851807
5440348,1,2,1,50,,1,,,2,4,,1,,,,,,,,,,,,04,1,25,2874.0851807
5440348,1,3,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,2874.0851807
5440349,1,1,1,50,,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,25,3396.0711822
5440349,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,3396.0711822
5440349,1,3,1,50,,1,,,3,4,,2,2,2,2,1,10,,,,,,,04,1,25,3396.0711822
5440352,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2977.9688069
5440352,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2977.9688069
5440358,1,1,1,50,,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,25,2640.6014254
5440359,1,1,1,50,,1,,,1,4,,1,,,,,,,,,,,,04,1,25,2263.4643344
5440359,1,2,1,50,,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,25,2263.4643344
5440359,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2263.4643344
5440359,1,4,1,50,,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,25,2263.4643344
5440360,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2023.5710782
5440360,1,2,1,50,,1,,,2,4,,2,2,2,2,1,13,PANDEMIA COVID 19,,,,,,04,1,25,2023.5710782
5440360,1,3,1,50,,1,4,,3,6,DEPORTE,2,2,2,1,,,,,,,,1,04,1,25,2023.5710782
5440360,1,4,1,50,,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,25,2023.5710782
5440361,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2623.0173864
5440361,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2623.0173864
5440363,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440363,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440364,1,1,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2425.6120687
5440364,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2425.6120687
5440365,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2245.8355427
5440365,1,3,1,50,,1,1,,3,4,,2,2,2,1,,,,,,,,1,04,1,25,2245.8355427
5440365,1,4,1,50,,1,,,4,1,,,,,,,,,,,,,,04,1,25,2245.8355427
5440366,1,1,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2768.1427943
5440366,1,2,1,50,,1,,,2,4,,2,2,1,,,,,,,,,,04,1,25,2768.1427943
5440366,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2768.1427943
5440367,1,1,1,50,,1,,,1,4,,1,,,,,,,,,,,,04,1,25,2891.1367365
5440368,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2210.6297766
5440368,1,2,1,50,,1,,,2,4,,1,,,,,,,,,,,,04,1,25,2210.6297766
5440369,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2448.6858655
5440369,1,2,1,50,,1,,,2,3,,1,,,,,,,,,,,,04,1,25,2448.6858655
5440370,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2289.7202812
5440370,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2289.7202812
5440370,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2289.7202812
5440371,1,1,1,50,,1,,,1,6,ENFERMO,2,2,2,2,2,,,,,,,,04,1,25,2203.3476042
5440371,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2203.3476042
5440371,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2203.3476042
5440373,1,1,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440373,1,2,1,50,,1,,,2,4,,2,2,1,,,,,,,,,,04,1,25,2372.4820753
5440375,1,1,1,50,,1,,,1,4,,1,,,,,,,,,,,,04,1,25,2640.6014254
5440376,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1566.7253828
5440376,1,2,1,50,,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,25,1566.7253828
5440376,1,3,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,1566.7253828
5440376,1,4,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,1566.7253828
5440377,1,1,1,50,,1,,,1,6,LECTURA,2,2,2,2,2,,,,,,,,04,1,25,2459.3279203
5440377,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2459.3279203
5440378,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2676.1473797
5440378,1,2,1,50,,1,,,2,4,,2,2,2,2,1,10,,,,,,,04,1,25,2676.1473797
5440379,1,1,1,50,,1,,,1,6,DESCANSANDO,2,2,2,2,1,13,PANDEMIA,,,,,,04,1,25,2459.3279203
5440379,1,2,1,50,,1,,,2,4,,2,2,2,2,1,13,PANDEMIA,,,,,,04,1,25,2459.3279203
5440381,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440381,1,2,1,50,,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,25,2372.4820753
5440382,1,1,1,50,,1,,,1,6,DESCANSANDO,1,,,,,,,,,,,,04,1,25,2820.9773522
5440382,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2820.9773522
5440382,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2820.9773522
5440382,1,4,1,50,,1,,,4,1,,,,,,,,,,,,,,04,1,25,2820.9773522
5440382,1,5,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2820.9773522
5440383,1,1,1,50,,1,,,4,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2632.2510069
5440383,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2632.2510069
5440383,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2632.2510069
5440383,1,4,1,50,,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,25,2632.2510069
5440384,1,1,1,50,,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,1931.5640294
5440384,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,1931.5640294
5440384,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,1931.5640294
5440384,1,4,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,1931.5640294
5440384,1,5,1,50,,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,25,1931.5640294
5440385,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2056.8137619
5440385,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2056.8137619
5440385,1,3,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2056.8137619
5440385,1,4,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,2056.8137619
5440386,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2278.0544152
5440386,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2278.0544152
5440386,1,3,1,50,,1,,,2,6,DESCANSANDO ESTA ENFERMO DE CANCER DE ESTOMAGO,2,2,2,2,2,,,,,,,,04,1,25,2278.0544152
5440387,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2236.5902879
5440387,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2236.5902879
5440387,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2236.5902879
5440388,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440388,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440389,1,1,1,50,,1,,,1,6,DESCANSAR,1,,,,,,,,,,,,04,1,25,2138.3740124
5440390,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440390,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440391,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2443.2408604
5440391,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2443.2408604
5440391,1,3,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,2443.2408604
5440392,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1883.8906753
5440392,1,2,1,50,,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,25,1883.8906753
5440393,1,1,1,50,,1,,,1,4,,2,2,2,2,1,10,,,,,,,04,1,25,2873.5526975
5440393,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2873.5526975
5440394,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1522.8406443
5440394,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,1522.8406443
5440394,1,3,1,50,,1,,,3,2,,2,2,1,,,,,,,,,,04,1,25,1522.8406443
5440394,1,4,1,50,,1,,,4,4,,2,2,1,,,,,,,,,,04,1,25,1522.8406443
5440395,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2693.4359833
5440395,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2693.4359833
5440395,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2693.4359833
5440396,1,1,1,50,,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,25,2351.2338116
5440396,1,2,1,50,,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,25,2351.2338116
5440396,1,3,1,50,,1,2,,3,2,,2,2,2,1,,,,,,,,1,04,1,25,2351.2338116
5440396,1,4,1,50,,1,2,,4,2,,2,2,2,1,,,,,,,,1,04,1,25,2351.2338116
5440397,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2307.349073
5440397,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2307.349073
5440397,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2307.349073
5440397,1,4,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,2307.349073
5440398,1,1,1,50,,1,,,1,6,DESCANSAR,1,,,,,,,,,,,,04,1,25,1817.2606939
5440398,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1817.2606939
5440398,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,1817.2606939
5440398,1,4,1,50,,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,25,1817.2606939
5440399,1,1,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2056.8137619
5440399,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2056.8137619
5440399,1,3,1,50,,1,,,2,3,,2,2,2,2,1,13,PANDEMIA,,,,,,04,1,25,2056.8137619
5440399,1,4,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,2056.8137619
5440400,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1911.9721552
5440400,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,1911.9721552
5440400,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,1911.9721552
5440401,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2816.2097051
5440402,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2291.1150132
5440403,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2479.5026919
5440404,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2541.9450807
5440404,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2541.9450807
5440405,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2147.1205758
5440405,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2147.1205758
5440406,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2816.2097051
5440407,1,1,1,50,,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,25,2829.215813
5440408,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2155.1057617
5440408,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2155.1057617
5440408,1,3,1,50,,1,,,4,1,,,,,,,,,,,,,,04,1,25,2155.1057617
5440408,1,4,1,50,,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,25,2155.1057617
5440409,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2810.3757711
5440409,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2810.3757711
5440410,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2598.8700736
5440410,1,2,1,50,,1,,,2,4,,1,,,,,,,,,,,,04,1,25,2598.8700736
5440411,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2816.2097051
5440412,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2541.9450807
5440412,1,2,1,50,,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,25,2541.9450807
5440414,1,1,1,50,,1,,,1,4,,1,,,,,,,,,,,,04,1,25,2122.3986506
5440414,1,2,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,2122.3986506
5440415,1,1,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2965.8672796
5440415,1,2,1,50,,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,25,2965.8672796
5440415,1,3,1,50,,1,2,,3,2,,2,2,2,1,,,,,,,,1,04,1,25,2965.8672796
5440416,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1807.6868852
5440416,1,2,1,50,,1,,,2,6,DESCANSANDO,2,2,2,2,1,13,EMBARAZO,,,,,,04,1,25,1807.6868852
5440418,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2628.4623914
5440419,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2640.6014254
5440420,1,1,1,50,,1,2,,1,2,,2,2,2,1,,,,,,,,1,04,1,25,2746.5659766
5440420,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2746.5659766
5440420,1,4,1,50,,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,25,2746.5659766
5440422,1,1,1,50,,1,,,1,6,INCAPACIDAD POR COVID,2,1,,,,,,,,,,,04,1,25,2153.8284938
5440422,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2153.8284938
5440422,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2153.8284938
5440422,1,4,1,50,,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,25,2153.8284938
5440423,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2236.5902879
5440423,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2236.5902879
5440423,1,3,1,50,,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,25,2236.5902879
5440424,1,1,1,50,,1,,,1,6,LEER,2,2,2,2,2,,,,,,,,04,1,25,2640.6014254
5440425,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2192.7055493
5440425,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2192.7055493
5440425,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2192.7055493
5440426,1,1,1,50,,1,4,,1,2,,2,2,2,1,,,,,,,,1,04,1,25,2628.4623914
5440427,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2478.742062
5440427,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2478.742062
5440428,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1883.8906753
5440428,1,2,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,1883.8906753
5440429,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2236.5902879
5440429,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2236.5902879
5440429,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2236.5902879
5440430,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,1,13,PANDEMIA,,,,,,04,1,25,2540.2555923
5440430,1,2,1,50,,1,4,,2,4,,2,2,2,1,,,,,,,,1,04,1,25,2540.2555923
5440430,1,3,1,50,,1,4,,3,3,,2,2,2,1,,,,,,,,1,04,1,25,2540.2555923
5440431,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1535.9033103
5440431,1,2,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,1535.9033103
5440431,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,1535.9033103
5440431,1,4,1,50,,1,,,4,1,,,,,,,,,,,,,,04,1,25,1535.9033103
5440432,1,1,1,50,,1,,,1,2,,1,,,,,,,,,,,,04,1,25,2374.8738907
5440432,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2374.8738907
5440432,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2374.8738907
5440432,1,4,1,50,,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,25,2374.8738907
5440432,1,6,1,50,,1,,,6,1,,,,,,,,,,,,,,04,1,25,2374.8738907
5440433,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440433,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440434,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2873.5526975
5440434,1,2,1,50,,1,,,2,4,,1,,,,,,,,,,,,04,1,25,2873.5526975
5440435,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2367.3325058
5440436,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2003.9792041
5440436,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2003.9792041
5440437,1,1,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440437,1,2,1,50,,1,3,,2,4,,2,2,2,1,,,,,,,,1,04,1,25,2372.4820753
5440438,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2314.2025124
5440439,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2492.570604
5440439,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2492.570604
5440440,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2133.0175521
5440440,1,2,1,50,,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,1,,,,,,,,,,,04,1,25,2133.0175521
5440440,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2133.0175521
5440440,1,4,1,50,,1,,,4,1,,,,,,,,,,,,,,04,1,25,2133.0175521
5440441,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2002.4822249
5440441,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2002.4822249
5440442,1,1,1,50,,1,6,,1,6,DESCANSAR,2,2,2,1,,,,,,,,1,04,1,25,2492.570604
5440442,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2492.570604
5440444,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,3020.1750845
5440444,1,2,1,50,,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,25,3020.1750845
5440444,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,3020.1750845
5440445,1,1,1,50,,1,,,2,4,,1,,,,,,,,,,,,04,1,25,2384.6211093
5440445,1,2,1,50,,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,25,2384.6211093
5440446,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2256.4775976
5440446,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2256.4775976
5440446,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2256.4775976
5440447,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2003.9792041
5440447,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2003.9792041
5440448,1,1,1,50,,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,25,2459.3279203
5440448,1,2,1,50,,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,25,2459.3279203
5440449,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2478.742062
5440449,1,2,1,50,,1,,,2,4,,1,,,,,,,,,,,,04,1,25,2478.742062
5440450,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2949.4162994
5440450,1,2,1,50,,1,,,2,6,CITAS MEDICAS,2,2,2,2,1,11,,,,,,,04,1,25,2949.4162994
5440451,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,3076.9576683
5440451,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,3076.9576683
5440451,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,3076.9576683
5440451,1,4,1,50,,1,,,4,1,,,,,,,,,,,,,,04,1,25,3076.9576683
5440452,1,1,1,50,,1,,,2,6,PREDICANDO LA PALABRA,2,2,2,2,2,,,,,,,,04,1,25,2768.1427943
5440452,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2768.1427943
5440452,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2768.1427943
5440453,1,1,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2056.8137619
5440453,1,2,1,50,,1,,,2,6,VIAJO A CITAS MEDICAS,1,,,,,,,,,,,,04,1,25,2056.8137619
5440453,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2056.8137619
5440453,1,4,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,25,2056.8137619
5440454,1,1,1,50,,1,,,1,6,CITAS MEDICAS,2,2,2,2,2,,,,,,,,04,1,25,2332.3859522
5440454,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,2332.3859522
5440454,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,2332.3859522
5440454,1,4,1,50,,1,2,,1,6,ENFERMA POR COVID,2,2,2,1,,,,,,,,1,04,1,25,2332.3859522
5440454,1,5,1,50,,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,25,2332.3859522
5440455,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2003.9792041
5440455,1,2,1,50,,1,,,2,3,,2,2,2,2,1,7,,2,,2,,,04,1,25,2003.9792041
5440456,1,1,1,50,,1,,,1,4,,1,,,,,,,,,,,,04,1,25,2384.6211093
5440456,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2384.6211093
5440457,1,1,1,50,,1,,,1,6,DESCANSAR,2,1,,,,,,,,,,,04,1,25,2676.1473797
5440457,1,2,1,50,,1,,,2,4,,1,,,,,,,,,,,,04,1,25,2676.1473797
5440458,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2314.2025124
5440490,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2116.7971947
5440491,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,1980.9054072
5440491,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,1980.9054072
5440492,1,1,1,50,,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,25,2138.3740124
5440493,1,1,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2307.349073
5440493,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2307.349073
5440493,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2307.349073
5440493,1,5,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2307.349073
5440494,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2640.6014254
5440495,1,1,1,50,,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,25,2780.2818283
5440495,1,2,1,50,,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,25,2780.2818283
5440495,1,3,1,50,,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,25,2780.2818283
5440496,1,1,1,50,,1,1,,1,6,DESCANSAR,2,2,2,1,,,,,,,,1,04,1,25,2100.6985005
5440496,1,2,1,50,,1,,,2,4,,2,1,,,,,,,,,,,04,1,25,2100.6985005
5440496,1,3,1,50,,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,25,2100.6985005
5440496,1,4,1,50,,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,25,2100.6985005
5440497,1,1,1,50,,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,25,1577.4676167
5440497,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,1577.4676167
5440497,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,04,1,25,1577.4676167
5440497,1,4,1,50,,1,,,4,3,,1,,,,,,,,,,,,04,1,25,1577.4676167
5440498,1,1,1,50,,1,1,,1,2,,2,2,2,1,,,,,,,,1,04,1,25,2138.3740124
5440499,1,1,1,50,,1,2,,1,6,ENFERMO POR COVID,2,2,2,1,,,,,,,,2,04,1,25,2623.0173864
5440499,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,2623.0173864
5440500,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440500,1,2,1,50,,1,,,1,1,,,,,,,,,,,,,,04,1,25,2372.4820753
5440501,1,1,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,1799.6319021
5440501,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,25,1799.6319021
5440501,1,3,1,50,,1,,,2,1,,,,,,,,,,,,,,04,1,25,1799.6319021
